country,location,longitude,latitude,start,end,epiUnit,species,death,cases,animale type,event_id,outbreak_id
Finland,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4243,110810
Switzerland,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4733,114251
Sweden,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4048,114250
Spain,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4231,114252
Colombia,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4668,113461
Ireland,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4049,114250
Finland,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,3723,114250
Austria,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4710,114251
Netherlands,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4051,113461
Germany,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4127,114251
Czech Republic,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4836,113461
Canada,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4438,113461
Ireland,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4735,110810
United Kingdom,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4248,114250
Germany,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4101,110810
United Kingdom,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4030,112622
Italy,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4060,110810
Sweden,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4833,114250
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4012,114250
Germany,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4128,110810
Germany,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4126,114251
France,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4184,110810
Chile,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4775,114253
Slovenia,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4203,110810
Israel,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4125,113461
Japan,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4288,110810
Germany,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4130,110810
Estonia,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,3756,110810
Cuba,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4895,114250
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,3498,114250
Mexico,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4675,113461
Portugal,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4216,110810
Italy,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4640,113461
Sweden,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4681,110810
Faeroe Islands,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4512,114250
Germany,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4129,113461
Iceland,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4443,110810
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4025,114250
Ireland,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4524,110810
Hungary,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4070,114253
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4026,114250
Japan,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4634,114250
Serbia,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4034,110810
Belgium,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4073,114252
China (People's Rep. of),Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,1626,112623
Colombia,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4668,110810
Norway,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4266,113461
Germany,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4256,110810
Netherlands,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,3374,114250
Austria,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4105,110824
Switzerland,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4733,114250
Finland,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,3723,113461
Italy,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4060,112623
Netherlands,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4051,110810
Sweden,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4833,113461
Germany,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4128,112623
United Kingdom,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4030,114253
Ireland,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4049,113461
Germany,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4012,113461
Finland,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4243,112623
Denmark,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4028,114250
South Africa,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,3733,112623
Germany,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4023,113461
Russia,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4483,110810
Germany,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4101,112623
United States of America,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4247,114251
Czech Republic,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4836,110810
Russia,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,1766,110823
Canada,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4438,110810
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4126,114250
Sweden,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4048,113461
Austria,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4710,114250
United Kingdom,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,3438,113461
United Kingdom,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4248,113461
Germany,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4127,114250
Spain,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4231,114251
Ireland,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4735,112623
France,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4184,112623
Chile,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4775,114252
Germany,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4130,112623
Japan,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4288,112623
Germany,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,3498,113461
Denmark,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4028,113461
Slovenia,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4203,112623
Portugal,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4216,112623
Russia,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4483,112623
Sweden,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4681,112623
Serbia,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4034,112623
Finland,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,3723,110810
Germany,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4126,113461
Germany,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4128,110824
South Africa,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,3733,110824
Italy,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4060,110824
Switzerland,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4733,113461
Germany,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4256,112623
Sweden,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4833,110810
Faeroe Islands,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4512,113461
Israel,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4125,110810
Iceland,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4443,112623
Germany,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4012,110810
Italy,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4640,110810
Finland,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4243,110824
Estonia,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,3756,112623
Austria,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4105,110823
Cuba,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4895,113461
Netherlands,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,3374,113461
Hungary,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4070,114252
Germany,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4025,113461
Russia,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,1766,111068
Germany,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4026,113461
Netherlands,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4051,112623
Germany,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4101,110824
Germany,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4023,110810
Mexico,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4675,110810
Spain,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4231,114250
Colombia,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4668,112623
China (People's Rep. of),Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,1626,110824
Germany,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4129,110810
Ireland,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4049,110810
Sweden,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4048,110810
United Kingdom,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4030,114252
Germany,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4127,113461
Czech Republic,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4836,112623
Japan,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4634,113461
Ireland,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4735,110824
Belgium,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4073,114251
Austria,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4710,113461
United Kingdom,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,3438,110810
Ireland,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4524,112623
Canada,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4438,112623
Norway,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4266,110810
United Kingdom,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4248,110810
United States of America,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4247,114250
Sweden,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4681,110824
Serbia,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4034,110824
Iceland,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4443,110824
Germany,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4126,110810
Mexico,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4675,112623
Slovenia,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4203,110824
Germany,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4128,110823
Sweden,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4833,112623
Russia,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,1766,111067
Italy,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4640,112623
Portugal,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4216,110824
Estonia,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,3756,110824
Finland,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4243,110823
Denmark,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4028,110810
Germany,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4256,110824
Cuba,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4895,110810
Israel,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4125,112623
Italy,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4060,110823
Germany,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4130,110824
Germany,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,3498,110810
Germany,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4012,112623
Switzerland,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4733,110810
Austria,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4105,111068
Norway,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4266,112623
Finland,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,3723,112623
Chile,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4775,114251
South Africa,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,3733,110823
Colombia,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4668,110824
Russia,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4483,110824
Germany,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4025,110810
Germany,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4026,110810
Hungary,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4070,114251
United Kingdom,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4248,112623
Faeroe Islands,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4512,110810
France,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4184,110824
Japan,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4288,110824
Japan,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4634,110810
Ireland,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4049,112623
Spain,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4231,113461
Netherlands,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4051,110824
Austria,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4710,110810
Germany,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4101,110823
Ireland,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4735,110823
China (People's Rep. of),Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,1626,110823
Czech Republic,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4836,110824
Germany,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4127,110810
Netherlands,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,3374,110810
Canada,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4438,110824
United Kingdom,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4030,114251
Sweden,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4048,112623
Germany,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4023,112623
Ireland,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4524,110824
United Kingdom,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,3438,112623
Germany,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4129,112623
Belgium,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4073,114250
United States of America,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4247,113461
Iceland,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4443,110823
Sweden,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4681,110823
Serbia,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4034,110823
Slovenia,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4203,110823
Russia,Buchowo,17.17,53.57,1/1/2023,2/5/2023,Backyard,Birds,56,59,domestic,1766,112621
Portugal,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4216,110823
Germany,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4256,110823
Estonia,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,3756,110823
Denmark,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4028,112623
Sweden,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4833,110824
Germany,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4126,112623
Cuba,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4895,112623
Italy,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4640,110824
Mexico,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4675,110824
France,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4184,110823
Germany,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4130,110823
Colombia,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4668,110823
Italy,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4060,111068
Germany,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4012,110824
Germany,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,3498,112623
Israel,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4125,110824
Finland,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,3723,110824
Chile,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4775,114250
Japan,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4634,112623
Austria,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4105,111067
Russia,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4483,110823
Germany,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4025,112623
Japan,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4288,110823
Norway,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4266,110824
Faeroe Islands,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4512,112623
United Kingdom,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4248,110824
South Africa,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,3733,111068
Switzerland,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4733,112623
Spain,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4231,110810
Finland,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4243,111068
Germany,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4026,112623
Hungary,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4070,114250
Ireland,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4049,110824
China (People's Rep. of),Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,1626,111068
Canada,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4438,110823
Germany,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4101,111068
Austria,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4710,112623
Netherlands,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4051,110823
Czech Republic,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4836,110823
